[Load] WikiText-2 ...
[Load] Raw lines: 44,836 in 11.76s
[Corpus] sentences=28,369, tokens=1,094,036, |V|=27,091
[Train] GloVe config: {
  "vector_size": 300,
  "window": 10,
  "min_count": 2,
  "epochs": 15,
  "x_max": 100.0,
  "alpha": 0.75,
  "lr": 0.05,
  "seed": 4213
}
[GloVe] Vocab size after min_count=2: 27,091
[GloVe] Co-occurrence entries: 10,390,591
[GloVe][epoch 1] step=100,000/10,390,591  avg_loss≈0.0287
[GloVe][epoch 7] step=10,000,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 7] step=10,100,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 7] step=10,200,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 7] step=10,300,000/10,390,591  avg_loss≈0.0164
[GloVe] epoch 7/15 done in 160.16s
[GloVe][epoch 8] step=100,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=200,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=300,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=400,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=500,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=600,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=700,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=800,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=900,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=1,000,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=1,100,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=1,200,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=1,300,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=1,400,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=1,500,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=1,600,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=1,700,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=1,800,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=1,900,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=2,000,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 8] step=2,100,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=2,200,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=2,300,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=2,400,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=2,500,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=2,600,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=2,700,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 8] step=2,800,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=2,900,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=3,000,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=3,100,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 8] step=3,200,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=3,300,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=3,400,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=3,500,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=3,600,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=3,700,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=3,800,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=3,900,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=4,000,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 8] step=4,100,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 8] step=4,200,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=4,300,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=4,400,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 8] step=4,500,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=4,600,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=4,700,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=4,800,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=4,900,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=5,000,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=5,100,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=5,200,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=5,300,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=5,400,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=5,500,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=5,600,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=5,700,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=5,800,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=5,900,000/10,390,591  avg_loss≈0.0164
[GloVe][epoch 8] step=6,000,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=6,100,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=6,200,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 8] step=6,300,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=6,400,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 8] step=6,500,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=6,600,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=6,700,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=6,800,000/10,390,591  avg_loss≈0.0161
[GloVe][epoch 8] step=6,900,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 8] step=7,000,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=7,100,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 8] step=7,200,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=7,300,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=7,400,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=7,500,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=7,600,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=7,700,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=7,800,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=7,900,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=8,000,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=8,100,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=8,200,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=8,300,000/10,390,591  avg_loss≈0.0162
[GloVe][epoch 8] step=8,400,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=8,500,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=8,600,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=8,700,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=8,800,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=8,900,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=9,000,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=9,100,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=9,200,000/10,390,591  avg_loss≈0.0158
[GloVe][epoch 8] step=9,300,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=9,400,000/10,390,591  avg_loss≈0.0159
[GloVe][epoch 8] step=9,500,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=9,600,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 8] step=9,700,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=9,800,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 8] step=9,900,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 8] step=10,000,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=10,100,000/10,390,591  avg_loss≈0.0160
[GloVe][epoch 8] step=10,200,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 8] step=10,300,000/10,390,591  avg_loss≈0.0154
[GloVe] epoch 8/15 done in 160.94s
[GloVe][epoch 9] step=100,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=200,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=300,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=400,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=500,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=600,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=700,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=800,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=900,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 9] step=1,000,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=1,100,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=1,200,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=1,300,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=1,400,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=1,500,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 9] step=1,600,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=1,700,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=1,800,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=1,900,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 9] step=2,000,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=2,100,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=2,200,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 9] step=2,300,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=2,400,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=2,500,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=2,600,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=2,700,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=2,800,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=2,900,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=3,000,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=3,100,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=3,200,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=3,300,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=3,400,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=3,500,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=3,600,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=3,700,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=3,800,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=3,900,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=4,000,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=4,100,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=4,200,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=4,300,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=4,400,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=4,500,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=4,600,000/10,390,591  avg_loss≈0.0156
[GloVe][epoch 9] step=4,700,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=4,800,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 9] step=4,900,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=5,000,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=5,100,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=5,200,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=5,300,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=5,400,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 9] step=5,500,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=5,600,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=5,700,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=5,800,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=5,900,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=6,000,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=6,100,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=6,200,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=6,300,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=6,400,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=6,500,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=6,600,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=6,700,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=6,800,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=6,900,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=7,000,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=7,100,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=7,200,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=7,300,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=7,400,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=7,500,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=7,600,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=7,700,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=7,800,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=7,900,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=8,000,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=8,100,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=8,200,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=8,300,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=8,400,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=8,500,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=8,600,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 9] step=8,700,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=8,800,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=8,900,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=9,000,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=9,100,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=9,200,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=9,300,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=9,400,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 9] step=9,500,000/10,390,591  avg_loss≈0.0155
[GloVe][epoch 9] step=9,600,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=9,700,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=9,800,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=9,900,000/10,390,591  avg_loss≈0.0157
[GloVe][epoch 9] step=10,000,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 9] step=10,100,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 9] step=10,200,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 9] step=10,300,000/10,390,591  avg_loss≈0.0152
[GloVe] epoch 9/15 done in 158.22s
[GloVe][epoch 10] step=100,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=200,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 10] step=300,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=400,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 10] step=500,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=600,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=700,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=800,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 10] step=900,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=1,000,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=1,100,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=1,200,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 10] step=1,300,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=1,400,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=1,500,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=1,600,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=1,700,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=1,800,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=1,900,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=2,000,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=2,100,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=2,200,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=2,300,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=2,400,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=2,500,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=2,600,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=2,700,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=2,800,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=2,900,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=3,000,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=3,100,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=3,200,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=3,300,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=3,400,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 10] step=3,500,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=3,600,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=3,700,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=3,800,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 10] step=3,900,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=4,000,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=4,100,000/10,390,591  avg_loss≈0.0154
[GloVe][epoch 10] step=4,200,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=4,300,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 10] step=4,400,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=4,500,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=4,600,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=4,700,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=4,800,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=4,900,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=5,000,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=5,100,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=5,200,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=5,300,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=5,400,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=5,500,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 10] step=5,600,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 10] step=5,700,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=5,800,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=5,900,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=6,000,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=6,100,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=6,200,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 10] step=6,300,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=6,400,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=6,500,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=6,600,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=6,700,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=6,800,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 10] step=6,900,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=7,000,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=7,100,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=7,200,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 10] step=7,300,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 10] step=7,400,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=7,500,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=7,600,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=7,700,000/10,390,591  avg_loss≈0.0153
[GloVe][epoch 10] step=7,800,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=7,900,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 10] step=8,000,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 10] step=8,100,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=8,200,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=8,300,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 10] step=8,400,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=8,500,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=8,600,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=8,700,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=8,800,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=8,900,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 10] step=9,000,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=9,100,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=9,200,000/10,390,591  avg_loss≈0.0152
[GloVe][epoch 10] step=9,300,000/10,390,591  avg_loss≈0.0150
[GloVe][epoch 10] step=9,400,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 10] step=9,500,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=9,600,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=9,700,000/10,390,591  avg_loss≈0.0151
[GloVe][epoch 10] step=9,800,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=9,900,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 10] step=10,000,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=10,100,000/10,390,591  avg_loss≈0.0149
[GloVe][epoch 10] step=10,200,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 10] step=10,300,000/10,390,591  avg_loss≈0.0152
[GloVe] epoch 10/15 done in 156.55s
[GloVe][epoch 11] step=100,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 11] step=200,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=300,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=400,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=500,000/10,390,591  avg_loss≈0.0142
[GloVe][epoch 11] step=600,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=700,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=800,000/10,390,591  avg_loss≈0.0142
[GloVe][epoch 11] step=900,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=1,000,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=1,100,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=1,200,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 11] step=1,300,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=1,400,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 11] step=1,500,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 11] step=1,600,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=1,700,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=1,800,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=1,900,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=2,000,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=2,100,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=2,200,000/10,390,591  avg_loss≈0.0148
[GloVe][epoch 11] step=2,300,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=2,400,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 11] step=2,500,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=2,600,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=2,700,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=2,800,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 11] step=2,900,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=3,000,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=3,100,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 11] step=3,200,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=3,300,000/10,390,591  avg_loss≈0.0147
[GloVe][epoch 11] step=3,400,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=3,500,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=3,600,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=3,700,000/10,390,591  avg_loss≈0.0142
[GloVe][epoch 11] step=3,800,000/10,390,591  avg_loss≈0.0142
[GloVe][epoch 11] step=3,900,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=4,000,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=4,100,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=4,200,000/10,390,591  avg_loss≈0.0143
[GloVe][epoch 11] step=4,300,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=4,400,000/10,390,591  avg_loss≈0.0145
[GloVe][epoch 11] step=4,500,000/10,390,591  avg_loss≈0.0146
[GloVe][epoch 11] step=4,600,000/10,390,591  avg_loss≈0.0142
[GloVe][epoch 11] step=4,700,000/10,390,591  avg_loss≈0.0144
[GloVe][epoch 11] step=4,800,000/10,390,591  avg_loss≈0.0143
